vegetation_id,vist_no,sample_id_key,vegetation_code_id,area,wet_weight,dry_weight,health_code,notes
4650,NA,3518,28,10,200,NA,NA,NA
4651,NA,3515,28,90,45,NA,NA,NA
4662,NA,3479,28,80,50,NA,NA,NA
4665,NA,3467,28,30,170,NA,NA,NA
4674,NA,3404,28,10,420,NA,NA,NA
4682,NA,3390,28,90,7,NA,NA,NA
4684,NA,3376,28,50,100,NA,NA,NA
4691,NA,3369,28,75,85,NA,NA,NA
4694,NA,3362,28,10,290,NA,NA,NA
4697,NA,3355,28,25,290,NA,NA,NA
4704,NA,3320,28,15,785,NA,NA,NA
4708,NA,3313,28,90,290,NA,NA,NA
4715,NA,3296,28,50,504,NA,NA,NA
4719,NA,3278,28,95,10,NA,NA,NA
4723,NA,3258,28,5,860,NA,NA,NA
4725,NA,3247,28,90,37,NA,NA,NA
4729,NA,3237,28,25,254,NA,NA,NA
4732,NA,3228,28,85,60,NA,NA,NA
4737,NA,3202,28,10,1445,NA,NA,NA
4740,NA,3192,28,5,1355,NA,NA,NA
4742,NA,3183,28,95,25,NA,NA,NA
4754,NA,3063,28,90,95,NA,NA,NA
4757,NA,3053,28,85,523,NA,NA,NA
4758,NA,3030,28,0,846.3,NA,NA,NA
4760,NA,3029,28,0,612.6,NA,NA,NA
4765,NA,3028,28,0,623.4,NA,NA,NA
4769,NA,3027,28,20,101.4,NA,NA,NA
4775,NA,3035,28,0,1018.7,NA,NA,NA
4778,NA,3034,28,90,14.87,NA,NA,NA
4781,NA,3033,28,0,517.5,NA,NA,NA
4782,NA,3032,28,0,1110.1,NA,NA,NA
4783,NA,3031,28,0,287.7,NA,NA,NA
4789,NA,2932,28,0,100,NA,NA,NA
4792,NA,2931,28,0,166.4,NA,NA,NA
4797,NA,2928,28,80,43,NA,NA,NA
4798,NA,2927,28,0,418.3,NA,NA,NA
4800,NA,2925,28,15,197.1,NA,NA,NA
4825,NA,3617,28,95,15,NA,NA,NA
4828,NA,3597,28,0,1750,NA,NA,NA
4835,NA,3548,28,50,68,NA,NA,NA
4838,NA,3438,28,10,692,NA,NA,NA
4843,NA,3250,28,95,10,NA,NA,NA
4845,NA,3056,28,90,12,NA,NA,NA
4847,NA,3066,28,95,3,NA,NA,NA
5044,NA,3150,28,90,18,NA,NA,NA
5046,NA,3159,28,20,609,NA,NA,NA
5061,NA,3786,28,95,5.1,NA,NA,NA
5078,NA,3639,28,15,698,NA,Healthy,NA
5081,NA,3629,28,15,661,NA,NA,NA
5091,NA,3577,28,20,631,NA,NA,NA
5094,NA,3567,28,10,310,NA,NA,NA
5112,NA,3519,28,65,229,NA,NA,NA
5115,NA,3516,28,0,2033,NA,NA,NA
5116,NA,3513,28,95,5,NA,NA,NA
5120,NA,3502,28,80,81,NA,NA,NA
5126,NA,3498,28,10,530,NA,NA,NA
5146,NA,3351,28,10,298,NA,NA,NA
5149,NA,3344,28,5,1206,NA,NA,NA
5154,NA,3330,28,10,772,NA,NA,NA
5157,NA,3323,28,95,20,NA,NA,NA
5159,NA,3316,28,95,26,NA,NA,NA
5162,NA,3216,28,95,20,NA,NA,NA
5183,NA,3400,28,35,958,NA,NA,NA
5184,NA,3407,28,90,35,NA,NA,NA
5195,NA,3081,28,40,165,NA,NA,NA
5199,NA,3091,28,0,954,NA,NA,NA
5207,NA,2422,28,35,202,NA,NA,NA
5221,NA,7707,28,0,950,NA,NA,NA
5222,NA,7702,28,0,1230,NA,NA,NA
5286,NA,9606,28,100,4,NA,NA,NA
5289,NA,9609,28,0,23.2,NA,NA,NA
5291,NA,9610,28,0,8.12,NA,NA,NA
5311,NA,9616,28,0,1365,NA,NA,NA
5313,NA,9617,28,0,1880,NA,NA,NA
5315,NA,9618,28,0,1277,NA,NA,NA
5317,NA,9619,28,0,1061,NA,NA,NA
5319,NA,9620,28,0,785,NA,NA,NA
5321,NA,9621,28,10,612,NA,NA,NA
5329,NA,3828,28,95,1,NA,NA,NA
5332,NA,3830,28,85,59,NA,NA,NA
5340,NA,3862,28,85,45,NA,NA,NA
5351,NA,3924,28,90,45,NA,NA,NA
5357,NA,3932,28,70,100,NA,NA,NA
5361,NA,3934,28,0,1310,NA,NA,NA
5363,NA,6541,28,30,234,NA,NA,NA
5371,NA,3929,28,95,2.8,NA,NA,NA
5376,NA,3921,28,25,183.1,NA,NA,NA
5388,NA,3905,28,95,2.5,NA,NA,NA
5396,NA,3899,28,35,200.8,NA,NA,NA
5398,NA,3898,28,90,43.4,NA,NA,NA
5400,NA,3897,28,95,8.2,NA,NA,NA
5403,NA,3894,28,85,9.1,NA,NA,NA
5416,NA,3887,28,85,18.2,NA,NA,NA
5422,NA,3881,28,90,7.3,NA,NA,NA
5428,NA,3876,28,95,0.1,NA,NA,NA
5429,NA,3875,28,75,87.8,NA,NA,NA
5435,NA,3874,28,85,71.4,NA,NA,NA
5437,NA,3873,28,95,1,NA,NA,NA
5439,NA,3872,28,95,1,NA,NA,NA
5445,NA,3868,28,80,65.6,NA,NA,NA
5453,NA,3866,28,25,206.5,NA,NA,NA
5504,NA,3682,28,80,16,NA,NA,NA
5507,NA,3060,28,75,28,NA,NA,NA
5512,NA,3083,28,5,3,NA,NA,mass is for SAV only! Not Ludwigia
5706,NA,9782,28,15,91,NA,NA,NA
5710,NA,9783,28,35,102,NA,NA,NA
5717,NA,9785,28,95,4,NA,NA,NA
5722,NA,9786,28,75,25,NA,NA,NA
5724,NA,9787,28,25,156,NA,NA,NA
5726,NA,9788,28,20,180,NA,NA,NA
5729,NA,9790,28,10,248,NA,NA,NA
5731,NA,9791,28,90,7,NA,NA,NA
5734,NA,9792,28,95,2,NA,NA,NA
5741,NA,9794,28,70,152,NA,NA,NA
5743,NA,9795,28,25,180,NA,NA,NA
5752,NA,9798,28,10,131,NA,NA,NA
5762,NA,9801,28,80,94,NA,NA,NA
5765,NA,9803,28,90,48,NA,NA,NA
5768,NA,9804,28,90,66,NA,NA,NA
5773,NA,9806,28,10,305,NA,NA,NA
5810,NA,9831,28,95,7,NA,NA,NA
5814,NA,9833,28,95,4,NA,NA,NA
5816,NA,9834,28,95,5,NA,NA,NA
5846,NA,9853,28,95,6,NA,NA,NA
5850,NA,9854,28,25,280,NA,NA,NA
5858,NA,9858,28,90,32,NA,NA,NA
5863,NA,9860,28,70,310,NA,NA,NA
5907,NA,2421,28,25,300.9,NA,NA,NA
5911,NA,2420,28,80,21.4,NA,NA,NA
5915,NA,2419,28,65,59.3,NA,NA,"health not noted- safe to assume ""1"""
5919,NA,2418,28,75,20.1,NA,NA,NA
5922,NA,2417,28,30,314.7,NA,NA,"health not noted- safe to assume ""1"""
5933,NA,2414,28,45,128.2,NA,NA,NA
5937,NA,2413,28,30,413.7,NA,NA,NA
5941,NA,2412,28,30,102.4,NA,NA,"health not noted- safe to assume ""1"""
5945,NA,2411,28,30,151.4,NA,NA,NA
5949,NA,2410,28,0,2342.4,NA,NA,NA
5952,NA,2409,28,0,2894.4,NA,NA,NA
5958,NA,2408,28,0,315.7,NA,NA,NA
5963,NA,2407,28,0,278.9,NA,NA,NA
5983,NA,2406,28,0,2072,NA,NA,NA
5988,NA,2405,28,5,263.6,NA,NA,NA
5990,NA,2404,28,15,360.9,NA,NA,NA
5994,NA,2403,28,5,346.9,NA,NA,NA
5998,NA,2402,28,0,1038.2,NA,NA,NA
6001,NA,2401,28,0,1565.5,NA,NA,NA
6005,NA,2399,28,0,1027.4,NA,NA,NA
6012,NA,2400,28,5,481,NA,NA,NA
6015,NA,2398,28,90,8.6,NA,NA,NA
6054,NA,3982,28,80,21.4,NA,NA,NA
6058,NA,3981,28,55,59.3,NA,NA,NA
6062,NA,2375,28,90,1.6,NA,NA,NA
6068,NA,2372,28,20,429,NA,NA,NA
6070,NA,2371,28,90,27.7,NA,NA,NA
6072,NA,2370,28,20,300.4,NA,NA,NA
6074,NA,2369,28,20,150,NA,NA,NA
6076,NA,2134,28,95,1,NA,NA,NA
6078,NA,2133,28,90,39.4,NA,NA,NA
6080,NA,2132,28,0,762.5,NA,NA,NA
6104,NA,2131,28,0,312.7,NA,NA,NA
6106,NA,2129,28,5,244,NA,NA,NA
6139,NA,2112,28,0,244,NA,NA,NA
6143,NA,2111,28,80,382,NA,NA,NA
6146,NA,2110,28,75,67,NA,NA,NA
6148,NA,2109,28,20,162.4,NA,NA,NA
6158,NA,2101,28,10,385.4,NA,NA,NA
6165,NA,2099,28,95,2.5,NA,NA,NA
6169,NA,10002,28,15,545.7,NA,NA,NA
6182,NA,6394,28,85,30,NA,NA,NA
6185,NA,10022,28,80,200,NA,NA,NA
6205,NA,3234,28,0,25,NA,NA,NA
6289,NA,3488,28,95,11,NA,NA,NA
6310,NA,3381,28,95,10,NA,NA,NA
6315,NA,3374,28,55,80,NA,NA,NA
6332,NA,3218,28,25,88,NA,NA,NA
6416,NA,3092,28,95,14,NA,NA,NA
6433,NA,3225,28,80,18,NA,NA,NA
6436,NA,3217,28,60,46,NA,NA,NA
6440,NA,3208,28,90,15,NA,NA,NA
6444,NA,3198,28,65,134,NA,NA,NA
6474,NA,3308,28,15,105,NA,NA,NA
6475,NA,3300,28,20,57,NA,NA,NA
6477,NA,3317,28,95,4,NA,NA,NA
6485,NA,3366,28,70,90,NA,NA,NA
6495,NA,3401,28,95,4,NA,NA,NA
6501,NA,3674,28,85,10,NA,NA,NA
6533,NA,3173,28,85,35,NA,NA,NA
6548,NA,3319,28,90,15,NA,NA,NA
6550,NA,3326,28,95,20,NA,NA,NA
6569,NA,3520,28,5,301,NA,NA,NA
6571,NA,3517,28,90,8,NA,NA,NA
6575,NA,3514,28,70,67,NA,NA,NA
6578,NA,3511,28,85,40,NA,NA,NA
6580,NA,3508,28,95,9,NA,NA,NA
6646,NA,3346,28,10,251,NA,NA,NA
6647,NA,3360,28,0,483,NA,NA,NA
6648,NA,3367,28,0,773,NA,NA,NA
6662,NA,3293,28,0,170,NA,NA,NA
6812,NA,7817,28,85,170,NA,NA,NA
6820,NA,9789,28,30,180,NA,NA,NA
6821,NA,9793,28,0,198,NA,NA,NA
6822,NA,9796,28,90,37,NA,NA,NA
6823,NA,9797,28,0,345,NA,NA,NA
6824,NA,9805,28,0,596,NA,NA,NA
6825,NA,9807,28,90,40,NA,NA,NA
6827,NA,9839,28,0,1235,NA,NA,NA
6828,NA,9840,28,0,736,NA,NA,NA
6829,NA,9841,28,0,1435,NA,NA,NA
6830,NA,9842,28,0,1290,NA,NA,NA
6831,NA,9843,28,0,904,NA,NA,NA
6832,NA,9844,28,0,959,NA,NA,NA
6833,NA,9847,28,0,1200,NA,NA,NA
6834,NA,9848,28,0,2366,NA,NA,NA
6835,NA,9855,28,0,2085,NA,NA,NA
6836,NA,9856,28,5,1631,NA,NA,NA
6837,NA,9857,28,0,3835,NA,NA,NA
6838,NA,9859,28,0,3763,NA,NA,NA
