program,sample_method,site,sample_id,latitude_wgs84,longitude_wgs84,sample_date,sav_incidence,sav_mass_fresh_g,species_code,species_incidence,species_rake_cover_percent,species_mass_fresh_estimated_g
DSRS,rake_handle,DI,DSRS_015,38.08363839,-121.7193905,2017-05-25,1,1650,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_015,38.08363839,-121.7193905,2017-05-25,1,1650,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_015,38.08363839,-121.7193905,2017-05-25,1,1650,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_015,38.08363839,-121.7193905,2017-05-25,1,1650,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_015,38.08363839,-121.7193905,2017-05-25,1,1650,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_015,38.08363839,-121.7193905,2017-05-25,1,1650,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,EGEDEN,1,100,446
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_016,38.08368829,-121.7167404,2017-05-25,1,446,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,EGEDEN,1,100,1834
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_017,38.08369235,-121.7191417,2017-05-25,1,1834,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,EGEDEN,1,100,652
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_018,38.08378432,-121.72023540000001,2017-05-25,1,652,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,EGEDEN,1,90,153
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_019,38.08387735,-121.716192,2017-05-25,1,170,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,EGEDEN,1,100,1678
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_020,38.08388725,-121.7215967,2017-05-25,1,1678,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,EGEDEN,1,50,2.75
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,CERDEM,1,50,2.75
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_021,38.08398567,-121.7197774,2017-05-25,1,5.5,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,EGEDEN,1,100,2998
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_062,38.08306008,-121.7239361,2017-06-07,1,2998,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,EGEDEN,1,100,936
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_063,38.08308915,-121.7234683,2017-06-07,1,936,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,EGEDEN,1,70,3182.2
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,CERDEM,1,30,1363.8
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_064,38.08316828,-121.7225184,2017-06-07,1,4546,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,EGEDEN,1,100,5362
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_065,38.08327953,-121.7222348,2017-06-07,1,5362,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,EGEDEN,1,100,3294
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,CERDEM,0,0,0
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,POTCRI,0,0,0
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,MYRSPI,0,0,0
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,STUPEC,0,0,0
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,NAJGUA,0,0,0
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,POTNOD,0,0,0
DSRS,rake_handle,DI,DSRS_066,38.08328552,-121.7200184,2017-06-07,1,3294,CABCAR,0,0,0
DSRS,rake_handle,DI,DSRS_067,38.08328563,-121.7187903,2017-06-07,0,0,EGEDEN,0,0,0
DSRS,rake_handle,DI,DSRS_067,38.08328563,-121.7187903,2017-06-07,0,0,ELOCAN,0,0,0
DSRS,rake_handle,DI,DSRS_067,38.08328563,-121.7187903,2017-06-07,0,0,CERDEM,0,0,0
