program,site,station,sample_id,latitude_wgs84,longitude_wgs84,sample_date,sav_incidence,species_code,survey_method,species_incidence,rake_coverage_ordinal
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,NAJGUA,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,STUPEC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,ELOCAN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,POTRIC,rake_weighted,1,4
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,EGEDEN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,CERDEM,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,NAJGUA,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,STUPEC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,ELOCAN,rake_weighted,1,2
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTRIC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,EGEDEN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,CERDEM,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,NAJGUA,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,STUPEC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,ELOCAN,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTRIC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,EGEDEN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTCRI,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,CERDEM,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,NAJGUA,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,STUPEC,rake_weighted,1,2
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,ELOCAN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTRIC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,EGEDEN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,CERDEM,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,NAJGUA,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,STUPEC,rake_weighted,1,3
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,ELOCAN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTRIC,rake_weighted,1,2
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,EGEDEN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,CERDEM,rake_weighted,1,3
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,NAJGUA,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,STUPEC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,ELOCAN,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTRIC,rake_weighted,1,3
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,EGEDEN,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,CERDEM,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,NAJGUA,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,STUPEC,rake_weighted,1,3
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,ELOCAN,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTRIC,rake_weighted,1,2
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,EGEDEN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,CERDEM,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,NAJGUA,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,STUPEC,rake_weighted,1,2
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,ELOCAN,rake_weighted,1,2
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTRIC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,EGEDEN,rake_weighted,1,2
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,CERDEM,rake_weighted,1,3
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,NAJGUA,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,STUPEC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,ELOCAN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTRIC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,EGEDEN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,CERDEM,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,NAJGUA,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,STUFIL,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,STUPEC,rake_weighted,1,2
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,ELOCAN,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTRIC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,EGEDEN,rake_weighted,1,3
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,CERDEM,rake_weighted,1,3
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,NAJGUA,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,STUPEC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,ELOCAN,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTRIC,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTNOD,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,NITELL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTPUS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,MYRSPI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTZOS,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,HETDUB,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,EGEDEN,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTCRI,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,CERDEM,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,NAJGUA,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,STUFIL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,STUPEC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,ELOCAN,rake_weighted,1,1
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTRIC,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTFOL,rake_weighted,0,0
Franks_Tract_Management,franks_tract,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTNOD,rake_weighted,0,0
