program,station,latitude_wgs84,longitude_wgs84,date,sav_incidence,species,survey_method,species_incidence,rake_coverage_ordinal
Franks_Tract_Management,A7,38.0259816,-121.6097878,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A7,38.0259816,-121.6097878,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A7,38.0259816,-121.6097878,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A7,38.0259816,-121.6097878,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A7,38.0259816,-121.6097878,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Potamogeton_crispus,rake_weighted,1,1
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,1,1
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Najas_guadalupensis,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Stuckenia_pectinata,rake_weighted,1,2
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Elodea_canadensis,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A9,38.0259211,-121.6054635,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Najas_guadalupensis,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Stuckenia_pectinata,rake_weighted,1,3
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Elodea_canadensis,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,1,2
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A11,38.0258303,-121.6006801,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,1,3
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Najas_guadalupensis,rake_weighted,1,1
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Stuckenia_pectinata,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Elodea_canadensis,rake_weighted,1,1
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,1,3
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A13,38.0276768,-121.5985371,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Egeria_densa,rake_weighted,1,1
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,1,1
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Najas_guadalupensis,rake_weighted,1,1
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Stuckenia_pectinata,rake_weighted,1,3
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Elodea_canadensis,rake_weighted,1,1
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,1,2
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A15,38.0276162,-121.6031675,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,1,1
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Najas_guadalupensis,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Stuckenia_pectinata,rake_weighted,1,2
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Elodea_canadensis,rake_weighted,1,2
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A17,38.0277373,-121.6076065,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Egeria_densa,rake_weighted,1,2
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,1,3
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Najas_guadalupensis,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Stuckenia_pectinata,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Elodea_canadensis,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A19,38.0295535,-121.6099791,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Najas_guadalupensis,rake_weighted,1,1
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Stuckenia_filiformis,rake_weighted,1,1
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Stuckenia_pectinata,rake_weighted,1,2
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Elodea_canadensis,rake_weighted,1,1
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A21,38.0294929,-121.6055018,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Egeria_densa,rake_weighted,1,3
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,1,3
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Najas_guadalupensis,rake_weighted,1,1
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Stuckenia_pectinata,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Elodea_canadensis,rake_weighted,1,1
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,1,1
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A23,38.0293718,-121.600948,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Najas_guadalupensis,rake_weighted,1,1
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Stuckenia_pectinata,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Elodea_canadensis,rake_weighted,1,1
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A25,38.0294929,-121.5961645,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,1,2
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Najas_guadalupensis,rake_weighted,1,1
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Stuckenia_pectinata,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Elodea_canadensis,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,1,4
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A27,38.0294324,-121.5918786,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_crispus,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,1,4
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Najas_guadalupensis,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Stuckenia_pectinata,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Elodea_canadensis,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,1,2
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_zosteriformis,rake_weighted,0,0
Franks_Tract_Management,A29,38.0311274,-121.5895825,2014-10-07,1,Heteranthera_dubia,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Egeria_densa,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_crispus,rake_weighted,1,1
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Ceratophyllum_demersum,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Najas_guadalupensis,rake_weighted,1,1
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Stuckenia_filiformis,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Stuckenia_pectinata,rake_weighted,1,1
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Elodea_canadensis,rake_weighted,1,1
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_richardsonii,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_foliosus,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_nodosus,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Nitella_sp,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_pusillus,rake_weighted,0,0
Franks_Tract_Management,A31,38.0310669,-121.5940598,2014-10-07,1,Myriophyllum_spicatum,rake_weighted,0,0
